epoch,lr-Adam/geometry.density_network,lr-Adam/geometry.encoding.encoding.encoding,lr-Adam/geometry.encoding.encoding.encoding_time,lr-Adam/geometry.feature_network,step,train/grad_norm,train/grad_norm_3d,train/grad_norm_cn,train/loss_mask,train/loss_rgb,train/loss_sd_3d,train/loss_sds_cn,train/loss_sds_video,train/max_step_3d,train/max_step_cn,train/min_step_3d,train/min_step_cn,train_params/lambda_3d_sd,train_params/lambda_cn_sds,train_params/lambda_mask,train_params/lambda_normal_smoothness_2d,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_rgb,train_params/lambda_sds_video,train_params/lambda_sparsity,train_params/lambda_tv,train_params/lambda_z_variance,trian/loss_normal_smoothness_2d
,0.001,0.0001,0.01,0.001,39,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,39,207.62640380859375,12.311209678649902,27.738147735595703,0.044978298246860504,0.013414564542472363,75.78294372558594,192.35121154785156,21554.36328125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.00733979232609272
,0.001,0.0001,0.01,0.001,40,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,40,324.6776428222656,12.311209678649902,30.052583694458008,0.044978298246860504,0.013414564542472363,75.78294372558594,225.78945922851562,52707.78125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.009057814255356789
,0.001,0.0001,0.01,0.001,41,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,41,588.3561401367188,12.311209678649902,21.214990615844727,0.044978298246860504,0.013414564542472363,75.78294372558594,112.51896667480469,173081.46875,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.01016549114137888
,0.001,0.0001,0.01,0.001,42,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,42,165.45370483398438,12.311209678649902,33.82795333862305,0.044978298246860504,0.013414564542472363,75.78294372558594,286.08258056640625,13687.46484375,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.006549309939146042
,0.001,0.0001,0.01,0.001,43,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,43,206.80870056152344,12.311209678649902,22.125164031982422,0.044978298246860504,0.013414564542472363,75.78294372558594,122.38072204589844,21384.91796875,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.007746619638055563
,0.001,0.0001,0.01,0.001,44,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,44,435.4023742675781,12.311209678649902,27.610395431518555,0.044978298246860504,0.013414564542472363,75.78294372558594,190.58349609375,94787.6171875,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.01027727872133255
,0.001,0.0001,0.01,0.001,45,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,45,511.1894836425781,12.311209678649902,19.49958038330078,0.044978298246860504,0.013414564542472363,75.78294372558594,95.05840301513672,130657.34375,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.008853001520037651
,0.001,0.0001,0.01,0.001,46,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,46,109.08096313476562,12.311209678649902,34.04473876953125,0.044978298246860504,0.013414564542472363,75.78294372558594,289.7610778808594,5949.328125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.008845260366797447
,0.001,0.0001,0.01,0.001,47,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,47,508.908447265625,12.311209678649902,15.825559616088867,0.044978298246860504,0.013414564542472363,75.78294372558594,62.612083435058594,129493.9140625,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.008576827123761177
,0.001,0.0001,0.01,0.001,48,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,48,101.4769058227539,12.311209678649902,17.290122985839844,0.044978298246860504,0.013414564542472363,75.78294372558594,74.73709106445312,5148.78125,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.008377555757761002
,0.001,0.0001,0.01,0.001,49,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,49,14.831402778625488,13.940621376037598,16.18073844909668,0.04531281441450119,0.013255208730697632,97.17045593261719,65.45407104492188,109.98526000976562,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.00776533642783761
,0.001,0.0001,0.01,0.001,50,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,50,639.4681396484375,13.940621376037598,24.37725067138672,0.04531281441450119,0.013255208730697632,97.17045593261719,148.56259155273438,204459.75,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0077079785987734795
,0.001,0.0001,0.01,0.001,51,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,51,702.6076049804688,13.940621376037598,26.824525833129883,0.04531281441450119,0.013255208730697632,97.17045593261719,179.8887939453125,246828.734375,600.0,980.0,200.0,20.0,40.0,3.0,100.0,1000.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.007124030031263828
,0.001,0.0001,0.01,0.001,52,,,,,,,,,,,,,,,,,,,,,,,,
