epoch,lr-Adam/geometry.density_network,lr-Adam/geometry.encoding,lr-Adam/geometry.feature_network,step,train/grad_norm,train/grad_norm_3d,train/loss_mask,train/loss_rgb,train/loss_sd,train/loss_sd_3d,train/loss_sd_img,train/max_step,train/max_step_3d,train/min_step,train/min_step_3d,train_params/lambda_3d_sd,train_params/lambda_mask,train_params/lambda_normal_smoothness_2d,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_rgb,train_params/lambda_sd,train_params/lambda_sd_img,train_params/lambda_sparsity,train_params/lambda_tv,train_params/lambda_z_variance,trian/loss_normal_smoothness_2d
,0.001,0.01,0.001,0,,,,,,,,,,,,,,,,,,,,,,,
0,,,,0,11.7487154006958,3.441802501678467,0.8950923681259155,0.04389278218150139,69.01615142822266,5.923002243041992,74.76776123046875,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00019587521092034876
,0.001,0.01,0.001,1,,,,,,,,,,,,,,,,,,,,,,,
0,,,,1,12.961965560913086,5.3141655921936035,0.8951472043991089,0.043896790593862534,84.00627136230469,14.12017822265625,133.93663024902344,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002316005266038701
,0.001,0.01,0.001,2,,,,,,,,,,,,,,,,,,,,,,,
0,,,,2,28.271997451782227,5.835560321807861,0.8950846195220947,0.043893590569496155,399.6529235839844,17.02688217163086,495.75445556640625,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00026991963386535645
,0.001,0.01,0.001,3,,,,,,,,,,,,,,,,,,,,,,,
0,,,,3,38.07206344604492,7.2363409996032715,0.8950375318527222,0.0438828282058239,724.740966796875,26.182315826416016,1265.529541015625,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00026814002194441855
,0.001,0.01,0.001,4,,,,,,,,,,,,,,,,,,,,,,,
0,,,,4,68.53492736816406,3.379199981689453,0.8949852585792542,0.04387609288096428,2348.51806640625,5.709496974945068,3364.13330078125,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00022150672157295048
,0.001,0.01,0.001,5,,,,,,,,,,,,,,,,,,,,,,,
0,,,,5,18.535491943359375,7.054508686065674,0.8949241638183594,0.04387430474162102,171.78224182128906,24.883047103881836,199.0209197998047,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00024657390895299613
,0.001,0.01,0.001,6,,,,,,,,,,,,,,,,,,,,,,,
0,,,,6,40.156646728515625,5.1910271644592285,0.894992470741272,0.04386657103896141,806.278076171875,13.473381042480469,896.446533203125,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00021456318791024387
,0.001,0.01,0.001,7,,,,,,,,,,,,,,,,,,,,,,,
0,,,,7,25.862506866455078,1.9161465167999268,0.8948409557342529,0.04385313019156456,334.43463134765625,1.8358086347579956,492.67340087890625,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00020196157856844366
,0.001,0.01,0.001,8,,,,,,,,,,,,,,,,,,,,,,,
0,,,,8,43.68070983886719,3.826733112335205,0.8942688703536987,0.04383471608161926,954.0021362304688,7.321942329406738,1362.25537109375,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002346379915252328
,0.001,0.01,0.001,9,,,,,,,,,,,,,,,,,,,,,,,
