epoch,lr-Adam/geometry.density_network,lr-Adam/geometry.encoding,lr-Adam/geometry.feature_network,step,train/grad_norm,train/grad_norm_3d,train/loss_mask,train/loss_rgb,train/loss_sd,train/loss_sd_3d,train/loss_sd_img,train/max_step,train/max_step_3d,train/min_step,train/min_step_3d,train_params/lambda_3d_sd,train_params/lambda_mask,train_params/lambda_normal_smoothness_2d,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_rgb,train_params/lambda_sd,train_params/lambda_sd_img,train_params/lambda_sparsity,train_params/lambda_tv,train_params/lambda_z_variance,trian/loss_normal_smoothness_2d
,0.001,0.01,0.001,0,,,,,,,,,,,,,,,,,,,,,,,
0,,,,0,16.15923309326172,4.728707313537598,2.070744514465332,0.1262410432100296,130.56040954589844,11.180336952209473,245.49363708496094,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00019587521092034876
,0.001,0.01,0.001,1,,,,,,,,,,,,,,,,,,,,,,,
0,,,,1,21.13561248779297,5.575466156005859,2.071441173553467,0.12624695897102356,223.3570556640625,15.5429105758667,454.98626708984375,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00023160051205195487
,0.001,0.01,0.001,2,,,,,,,,,,,,,,,,,,,,,,,
0,,,,2,41.14291763305664,6.8551435470581055,2.0711283683776855,0.12624423205852509,846.369873046875,23.496498107910156,1323.14013671875,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00026991963386535645
,0.001,0.01,0.001,3,,,,,,,,,,,,,,,,,,,,,,,
0,,,,3,41.21088790893555,6.037636756896973,2.071099281311035,0.12623479962348938,849.1685791015625,18.226526260375977,1513.34326171875,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00026817299658432603
,0.001,0.01,0.001,4,,,,,,,,,,,,,,,,,,,,,,,
0,,,,4,73.64502716064453,4.819762229919434,2.0709052085876465,0.12620067596435547,2711.794921875,11.615055084228516,3340.852783203125,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00022151082521304488
,0.001,0.01,0.001,5,,,,,,,,,,,,,,,,,,,,,,,
0,,,,5,29.08180046081543,6.93364143371582,2.070237159729004,0.126201331615448,422.87554931640625,24.037689208984375,770.482177734375,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00024659757036715746
,0.001,0.01,0.001,6,,,,,,,,,,,,,,,,,,,,,,,
0,,,,6,63.68913269042969,6.5566253662109375,2.0696163177490234,0.12616091966629028,2028.15283203125,21.49466896057129,2571.927734375,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00021461490541696548
,0.001,0.01,0.001,7,,,,,,,,,,,,,,,,,,,,,,,
0,,,,7,38.95560836791992,2.8168387413024902,2.0701589584350586,0.1261187642812729,758.769775390625,3.967290163040161,1355.1785888671875,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00020204033353365958
,0.001,0.01,0.001,8,,,,,,,,,,,,,,,,,,,,,,,
0,,,,8,60.64973449707031,4.634957790374756,2.069194793701172,0.12606459856033325,1839.195068359375,10.741416931152344,2136.83203125,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00023475606576539576
,0.001,0.01,0.001,9,,,,,,,,,,,,,,,,,,,,,,,
0,,,,9,31.688026428222656,5.9960174560546875,2.069077730178833,0.12601664662361145,502.06549072265625,17.976112365722656,1039.5443115234375,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00025256327353417873
,0.001,0.01,0.001,10,,,,,,,,,,,,,,,,,,,,,,,
0,,,,10,78.36058807373047,5.779016971588135,2.067291498184204,0.12595511972904205,3070.190673828125,16.69852066040039,3143.01416015625,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00017017294885590672
,0.001,0.01,0.001,11,,,,,,,,,,,,,,,,,,,,,,,
0,,,,11,81.17051696777344,6.574151515960693,2.0668466091156006,0.1258949339389801,3294.326171875,21.60973358154297,1740.571533203125,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002559532877057791
,0.001,0.01,0.001,12,,,,,,,,,,,,,,,,,,,,,,,
0,,,,12,23.236114501953125,7.3357367515563965,2.066537380218506,0.12582804262638092,269.95849609375,26.906517028808594,610.2913208007812,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00017463514814153314
,0.001,0.01,0.001,13,,,,,,,,,,,,,,,,,,,,,,,
0,,,,13,8.918558120727539,2.3999383449554443,2.0655932426452637,0.1257571578025818,39.77033996582031,2.879851818084717,63.51060104370117,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00024191818374674767
,0.001,0.01,0.001,14,,,,,,,,,,,,,,,,,,,,,,,
0,,,,14,30.560178756713867,6.146190643310547,2.064361572265625,0.12568515539169312,466.9622802734375,18.887832641601562,955.2147216796875,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00020053793559782207
,0.001,0.01,0.001,15,,,,,,,,,,,,,,,,,,,,,,,
0,,,,15,17.880569458007812,4.204982757568359,2.062765121459961,0.12560869753360748,159.85739135742188,8.840940475463867,312.83612060546875,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00026876816991716623
,0.001,0.01,0.001,16,,,,,,,,,,,,,,,,,,,,,,,
0,,,,16,79.67536926269531,2.1924266815185547,2.062286853790283,0.12531891465187073,3174.08203125,2.403367519378662,3127.15478515625,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002749750856310129
,0.001,0.01,0.001,17,,,,,,,,,,,,,,,,,,,,,,,
0,,,,17,38.89568328857422,8.132061004638672,2.0606255531311035,0.1252295970916748,756.4370727539062,33.06520462036133,1378.2713623046875,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00021715110051445663
,0.001,0.01,0.001,18,,,,,,,,,,,,,,,,,,,,,,,
0,,,,18,69.61307525634766,4.797691345214844,2.0588362216949463,0.1251278519630432,2422.990234375,11.50892162322998,2567.122314453125,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002719680778682232
,0.001,0.01,0.001,19,,,,,,,,,,,,,,,,,,,,,,,
0,,,,19,12.940061569213867,5.443003177642822,2.057616710662842,0.12502041459083557,83.72259521484375,14.813141822814941,195.40879821777344,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002744087832979858
,0.001,0.01,0.001,20,,,,,,,,,,,,,,,,,,,,,,,
0,,,,20,16.821029663085938,5.272027492523193,2.057042121887207,0.12492020428180695,141.4735107421875,13.897137641906738,296.0639953613281,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002781262737698853
,0.001,0.01,0.001,21,,,,,,,,,,,,,,,,,,,,,,,
0,,,,21,17.393510818481445,4.9681878089904785,2.0548930168151855,0.12480831146240234,151.26712036132812,12.34144401550293,278.0115051269531,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00020386719552334398
,0.001,0.01,0.001,22,,,,,,,,,,,,,,,,,,,,,,,
0,,,,22,27.60564613342285,6.8212175369262695,2.053734540939331,0.1246856302022934,381.03582763671875,23.264503479003906,549.4984741210938,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00022616208298131824
,0.001,0.01,0.001,23,,,,,,,,,,,,,,,,,,,,,,,
0,,,,23,14.501410484313965,2.738934278488159,2.051764488220215,0.12456437200307846,105.14543151855469,3.7508809566497803,201.42498779296875,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00020424884860403836
,0.001,0.01,0.001,24,,,,,,,,,,,,,,,,,,,,,,,
0,,,,24,43.08659744262695,6.063965797424316,2.047963857650757,0.12443196028470993,928.2274169921875,18.385841369628906,1636.5521240234375,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002242057234980166
,0.001,0.01,0.001,25,,,,,,,,,,,,,,,,,,,,,,,
0,,,,25,44.803104400634766,5.189205646514893,2.045938491821289,0.12429934740066528,1003.6590576171875,13.46392822265625,1459.3941650390625,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00020685566414613277
,0.001,0.01,0.001,26,,,,,,,,,,,,,,,,,,,,,,,
0,,,,26,136.33648681640625,5.301534652709961,2.0440573692321777,0.12414537370204926,9293.818359375,14.053135871887207,3851.24267578125,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002521253190934658
,0.001,0.01,0.001,27,,,,,,,,,,,,,,,,,,,,,,,
0,,,,27,55.44784927368164,3.7028675079345703,2.040813684463501,0.12397556751966476,1537.23193359375,6.855614185333252,1842.8138427734375,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.0002558607957325876
,0.001,0.01,0.001,28,,,,,,,,,,,,,,,,,,,,,,,
0,,,,28,38.98872756958008,4.359833240509033,2.0374679565429688,0.12379980087280273,760.0604858398438,9.504072189331055,929.31884765625,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00025492077111266553
,0.001,0.01,0.001,29,,,,,,,,,,,,,,,,,,,,,,,
0,,,,29,14.493815422058105,8.31687068939209,2.033942222595215,0.12360598146915436,105.03532409667969,34.585166931152344,191.11746215820312,600.0,600.0,200.0,200.0,1.0,100.0,1000.0,0.0,0.0,1000.0,0.02500000037252903,0.0002500000118743628,0.0,0.0,0.0,0.00028144067618995905
,0.001,0.01,0.001,30,,,,,,,,,,,,,,,,,,,,,,,
